taxonomy.name	D2000120	D2000121	D2000122	D2000123	D2000124	D2000125	D2000126	D2000127	D2000128	D2000129	D2000130	D2000131	D2000132	D2000134	D2000135	D2000137	D2000138	D2000139	D2000140	D2000141	D2000142	D2000143	D2000144	D2000145
              Stella	129	91	110	41	96	306	89	705	89	313	134	250	158	84	269	57	76	509	163	142	146	269	288	40
              Stenotrophomonas	203801	48534	641600	257197	43502	251226	17294	168017	30820	60114	172411	120030	49420	349158	630278	111321	720675	66657	37782	170563	175295	62791	715749	41049
              Steroidobacter	293	26	55	39	46	342	44	883	57	352	120	193	279	82	273	18	87	1599	222	126	93	225	414	47
              Sterolibacterium	33	26	59	12	27	162	50	300	18	96	46	101	49	38	30	17	27	222	84	52	59	97	111	19
              Stutzerimonas	486	308	556	266	403	1551	392	2934	456	1389	732	987	535	390	1108	201	414	2362	827	566	679	1393	1056	232
              Succinivibrio	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
              Sulfidibacter	21	20	21	0	19	70	15	163	13	68	33	45	22	23	65	0	15	130	46	23	18	70	43	0
              Sulfitobacter	297	68	141	36	195	863	177	1718	213	914	418	553	251	187	660	49	150	1422	421	260	384	747	581	113
              Sulfuricaulis	29	29	21	13	28	132	32	253	31	79	45	84	80	41	50	16	25	249	47	51	56	59	114	37
              Sulfuricella	26	15	21	0	29	78	17	194	19	59	38	54	31	17	22	0	0	147	62	27	34	77	41	0
              Sulfuriferula	40	38	84	27	29	243	76	466	54	192	75	81	71	38	48	30	25	342	110	81	70	255	132	15
              Sulfuriflexus	11	0	12	0	0	36	11	88	18	29	13	18	11	0	14	0	0	80	28	13	12	37	29	0
              Sulfurifustis	74	50	55	21	32	154	50	399	65	156	81	101	104	42	144	30	41	349	106	69	74	144	116	26
              Sulfurimicrobium	25	14	68	17	39	144	32	256	44	98	52	59	53	38	58	22	0	193	92	65	37	108	68	26
              Sulfurimonas	0	0	0	0	0	0	0	61	0	0	17	33	0	0	13	0	0	42	0	0	0	32	0	0
              Sulfuritalea	50	25	56	28	61	240	44	407	51	161	70	106	66	37	75	33	31	317	86	84	92	135	124	23
              Sulfuritortus	61	24	83	17	38	224	41	359	43	98	68	102	72	42	47	18	27	287	103	73	45	103	118	16
              Sulfurivermis	47	15	33	16	28	93	18	227	32	115	34	84	52	22	56	21	37	224	84	22	52	93	98	34
              Sutterella	37	14	49	14	15	153	37	237	25	100	48	103	48	24	64	0	0	242	80	58	39	98	79	13
              Suttonella	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	15	0	0	0	13	0	0
              Syntrophobacter	0	0	0	0	0	0	0	53	0	13	0	0	15	0	16	0	0	36	16	0	0	0	19	0
              Syntrophotalea	0	0	0	0	0	42	0	95	0	21	0	15	0	0	17	0	0	56	12	0	0	27	0	0
              Syntrophus	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	17	11	0	0	0	0	0
              Tabrizicola	16	14	31	0	0	96	18	202	21	108	93	48	32	14	64	14	13	147	89	25	24	91	37	0
              Tahibacter	520	185	219	72	100	439	115	3834	363	901	360	600	294	172	359	46	197	1168	787	372	518	378	989	471
              Tardibacter	287	83	133	76	140	667	133	1142	210	381	236	533	112	160	178	47	235	422	194	150	425	428	305	170
              Tardiphaga	1327	8045	5977	3492	19410	31375	5570	3284	1706	7283	1734	3405	7071	6276	11937	3412	6247	11307	763	5224	2653	4604	4682	755
              Tateyamaria	12	0	11	0	24	49	10	90	14	43	16	31	19	19	59	11	16	81	18	0	16	42	25	0
              Tatlockia	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
              Tatumella	10	41	110	33	0	37	0	38	0	0	53	37	0	37	0	0	0	0	0	0	0	16	27	0
              Taylorella	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
              Tepidimonas	154	76	236	41	163	991	189	1194	205	552	182	412	186	250	193	112	96	979	282	353	236	395	391	75
              Terasakiella	0	0	0	0	0	0	0	45	0	15	0	14	0	0	0	0	0	19	0	0	0	0	10	0
              Teredinibacter	10	0	0	0	0	42	0	130	0	52	17	15	0	0	17	0	11	141	52	0	12	169	15	0
              Terricaulis	70	21	30	26	30	128	44	478	46	223	109	101	80	20	90	22	35	403	139	56	67	140	96	43
              Terriglobus	64	45	66	25	192	265	123	307	516	102	85	1071	135	70	147	22	102	282	94	59	608	140	538	56
              Terrihabitans	76	32	36	23	44	143	27	278	61	220	77	133	80	53	134	24	49	284	90	41	89	154	134	50
              Thalassobacter	0	0	0	0	0	16	10	35	0	13	17	10	14	0	17	0	0	24	0	0	0	19	13	0
              Thalassobius	0	0	14	0	16	42	0	61	15	38	19	32	10	0	19	0	10	62	22	0	28	37	20	0
              Thalassococcus	19	0	12	0	0	66	0	87	24	52	23	31	16	16	36	0	14	73	30	13	20	53	40	10
              Thalassolituus	21	0	0	0	0	38	0	165	0	58	15	14	0	0	11	0	0	136	56	0	0	104	18	0
              Thalassomonas	0	0	0	0	0	56	0	152	0	41	19	15	0	0	0	0	17	115	44	0	15	60	35	0
              Thalassospira	95	0	61	22	48	213	0	484	33	253	89	156	68	97	134	0	73	304	89	66	158	174	162	57
              Thalassotalea	0	0	0	0	0	10	0	101	0	13	0	0	0	0	0	0	0	62	14	0	0	50	0	0
              Thauera	427	214	634	214	376	1918	441	2858	526	1314	443	917	531	449	735	274	289	2635	877	750	539	1244	1068	277
              Thaumasiovibrio	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
              Thermanaerovibrio	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
              Thermochromatium	30	12	26	12	13	59	0	139	13	28	26	38	19	17	22	11	0	133	25	15	32	52	45	14
              Thermomonas	4335	912	2063	1148	1185	4313	1075	54585	1805	11186	8415	2703	1778	2004	5341	456	2555	10652	10122	1436	2714	8481	5088	2344
              Thermosulfurimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
              Thermosulfuriphilus	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
              Thioalkalivibrio	167	51	159	72	122	459	119	1218	177	384	208	280	249	138	319	30	124	1052	289	198	217	358	402	124
              Thiobacillus	64	40	75	50	57	246	58	380	62	143	69	138	62	50	101	46	35	325	92	110	78	197	131	30
              Thiocapsa	45	23	26	0	14	115	21	205	28	69	36	74	66	28	78	14	17	191	53	44	51	80	87	28
              Thioclava	53	19	38	15	52	177	36	312	39	147	70	134	59	46	142	17	44	223	54	63	73	149	118	39
              Thiocystis	38	17	29	0	23	112	28	237	41	73	44	80	32	24	65	14	24	146	48	36	35	75	60	23
              Thiodictyon	48	20	37	21	29	167	37	300	21	104	56	71	54	19	89	15	36	242	80	64	65	101	76	13
              Thioflavicoccus	43	12	38	17	21	90	35	247	37	104	55	56	60	23	66	17	40	182	38	30	53	85	87	26
              Thiohalobacter	0	0	0	0	0	123	0	356	0	96	0	79	76	0	0	0	0	245	59	0	45	121	106	0
              Thiomicrorhabdus	0	0	0	0	0	13	0	97	0	0	0	0	0	0	0	0	0	73	14	0	0	66	0	0
              Thiomicrospira	0	0	0	0	0	0	0	103	0	35	0	0	0	0	0	0	0	66	12	0	0	94	16	0
              Thiomonas	303	197	469	174	254	1427	278	2220	292	1064	310	674	277	340	417	168	132	1801	545	599	332	748	703	86
              Thiopseudomonas	0	0	0	0	0	0	0	59	0	29	0	0	0	0	0	0	0	35	13	0	0	27	0	0
              Thiosulfatimonas	0	0	0	0	0	0	0	34	0	13	0	0	0	0	0	0	0	21	12	0	0	19	14	0
              Thiosulfativibrio	0	0	0	0	0	0	0	30	0	13	0	0	0	0	0	0	0	21	0	0	0	22	0	0
              Thiothrix	19	0	25	17	0	83	0	287	28	117	63	38	32	0	53	0	0	201	66	13	24	157	53	0
              Tistrella	73	37	79	46	48	228	85	497	68	285	96	203	111	74	201	38	82	437	139	107	114	220	141	48
              Tolumonas	0	0	0	0	0	14	0	52	0	0	0	0	0	0	13	0	0	28	14	0	0	28	26	0
              Treponema	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
              Trichlorobacter	14	0	0	0	0	23	0	75	0	28	23	11	0	10	16	0	0	71	16	19	13	33	12	0
              Tritonibacter	42	16	18	0	23	60	23	121	25	64	28	32	41	22	50	15	17	81	46	30	16	61	58	0
              Tsuneonella	1012	143	368	121	252	1553	310	5017	525	1209	1373	993	257	362	786	204	468	1499	924	396	865	1382	872	458
              Turicimonas	0	0	0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
              Turneriella	0	0	0	0	0	0	0	45	0	13	0	0	0	0	0	0	0	29	0	0	0	11	0	0
              Undibacterium	107	87	244	112	156	638	234	654	56	403	202	149	68	131	88	88	66	735	223	173	102	771	188	0
              Uruburuella	0	0	0	0	0	73	14	113	0	44	30	0	16	12	0	0	20	104	44	0	22	77	26	0
              Usitatibacter	267	171	379	141	240	1407	269	1720	208	709	347	499	396	250	462	157	197	1587	539	598	290	625	699	118
              Variibacter	126	59	91	38	122	311	60	572	108	391	161	313	237	97	315	56	106	675	128	113	245	287	258	75
              Variovorax	78225	52025	142553	83819	134626	372575	96809	688894	13631	236304	103723	44481	40124	101184	296935	97757	86352	229109	73426	228377	35607	191362	246440	39841
              Venatorbacter	11	0	0	0	0	24	15	109	0	31	0	14	10	13	29	0	0	76	26	17	0	65	25	0
              Verminephrobacter	232	131	403	128	358	1287	249	2501	113	1012	436	342	171	248	379	246	128	1740	618	587	153	993	547	99
              Vespertiliibacter	0	20	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
              Vibrio	65	59	81	0	0	314	63	1780	0	449	269	182	0	77	126	39	73	1301	311	96	69	990	259	0
              Vitreoscilla	93	53	143	28	75	523	81	700	133	366	99	248	95	96	105	41	67	590	192	210	117	299	278	37
              Vogesella	71	42	107	45	71	355	94	512	61	302	97	154	97	66	123	53	58	412	134	121	95	305	180	13
              Wenzhouxiangella	89	34	84	18	38	176	12	565	73	174	90	114	90	40	88	0	38	287	155	46	100	131	158	52
              Wielerella	0	0	0	0	0	17	0	86	0	18	11	0	0	0	0	0	0	25	16	0	0	41	0	0
              Woeseia	17	0	12	0	17	45	0	178	0	46	22	32	33	0	38	0	14	160	31	24	20	41	41	0
              Xanthobacter	248	127	199	117	260	759	172	1186	195	797	354	456	329	231	633	132	203	1196	264	292	370	657	528	119
              Xanthomonas	15482	4420	25739	11117	3012	29953	4001	220226	7094	46745	17109	10724	5614	19619	17718	1960	39179	39186	26784	39695	10079	91934	23660	7224
              Xenorhabdus	0	31	15	27	0	40	0	131	0	29	159	23	0	173	37	0	0	82	12	0	18	78	117	0
              Xylella	72	10	83	26	16	83	15	591	63	158	91	86	48	57	109	0	87	162	100	29	76	95	96	35
              Xylophilus	351	156	691	173	436	1884	400	2557	292	1253	436	668	327	352	552	237	216	2178	573	849	372	1162	830	101
              Yangia	43	11	29	26	47	125	36	229	39	132	51	62	60	31	126	22	35	194	62	54	26	117	86	26
              Yersinia	1061	4026	1414	566	224	168	72	485	98	91	4873	1250	0	6659	1376	127	900	293	75	567	2206	181	4493	18
              Yokenella	17	25	36	0	0	0	0	474	0	0	45	22	0	18	21	0	0	58	0	0	0	45	15	0
              Yoonia	19	0	16	0	0	47	0	112	14	48	34	40	18	12	56	0	0	68	34	28	23	56	21	15
              Youhaiella	361	86	126	83	215	540	115	1236	146	1389	912	428	294	205	816	84	168	1461	506	243	313	1057	621	190
              Zhongshania	0	0	0	0	0	13	0	58	0	15	0	16	0	0	0	0	0	52	11	0	0	31	0	0
              Zobellella	20	18	22	11	16	92	20	187	24	70	16	57	49	17	56	15	22	175	67	28	44	73	75	0
              Zophobihabitans	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
              Zymomonas	11	0	15	0	0	34	0	56	0	31	23	17	12	14	14	0	0	45	0	0	20	23	20	0
            Candidatus Baumannia	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	13	0	0	0	12	0	0
            Candidatus Bipolaricaulis	0	0	0	0	0	0	0	20	0	0	0	0	0	0	10	0	0	16	0	0	0	0	0	0
            Candidatus Kinetoplastibacterium	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
            Candidatus Mycosynbacter	0	0	39	0	0	279	0	377	0	89	61	48	0	29	21	0	92	69	79	21	31	29	28	0
            Candidatus Profftella	0	0	0	15	0	0	0	0	0	0	0	13	0	0	22	0	0	10	0	0	12	0	0	0
            Candidatus Reidiella	16	0	0	0	12	35	0	62	13	33	17	18	12	0	16	0	0	53	15	0	0	40	40	0
            Candidatus Xiphinematobacter	0	0	0	0	0	0	0	19	0	11	0	0	0	0	0	0	0	17	0	0	0	0	0	0
            Dehalogenimonas	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
            Dissulfurimicrobium	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
            Gallaecimonas	0	0	0	0	13	11	0	54	0	12	11	0	0	0	14	0	0	30	13	0	0	12	0	0
            Methylacidimicrobium	0	0	0	0	0	24	0	113	0	40	16	13	21	0	32	0	0	76	26	0	22	14	36	0
            Pseudohongiella	0	0	0	0	0	16	0	45	0	16	12	19	10	0	11	0	11	50	19	0	10	24	15	0
            Sedimenticola	0	15	15	0	0	50	0	82	14	34	24	28	16	0	36	0	0	68	20	10	21	30	30	0
            Thermobaculum	0	0	0	0	0	11	0	19	0	0	0	0	0	0	31	0	12	23	11	0	0	22	16	0
            Thiolapillus	0	0	0	0	0	17	0	59	0	29	15	13	16	10	17	0	0	60	17	0	0	20	22	0
          Candidatus Velamenicoccus	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
          Chloracidobacterium	26	0	0	0	0	49	0	152	0	18	38	45	26	0	37	0	0	153	50	15	19	79	63	0
